location,well_or_spring_name,WGS84_latitude,WGS84_longitude,depth_bgl_in_m,rock_type,stratigraphic_period,temperature_in_c,electrical_conductivity_25c_in_uS/cm,pH,redox_potential_in_mV,total_dissolved_solids_in_mmol/L,O2_in_mmol/L,Na_in_mmol/L,Mg_in_mmol/L,Ca_in_mmol/L,Cl_in_mmol/L,SO4_in_mmol/L,HCO3_in_mmol/L,Li_in_mmol/L,K_in_mmol/L,Sr_in_umol/L,NH4_in_umol/L,Fe_in_mmol/L,Mn_in_mmol/L,F_in_umol/L,NO3_in_mmol/L,H2SiO3_in_umol/L,HS_in_mmol/L,Database_number,Database_name
Bad Homburg (Höhe),Solsprudel,50.22759304970742,8.62408139007345,505,Greenschist,Silurian ,15.5,30700.0,5.96,10.0,,<0.1,5740.0,235.0,1121.0,10690.0,20,1796.0,4.2,230,17,10,12,1.5,0.37,<0.03,17.6,,6,
Bad Homburg (Höhe),Stahlbrunnen,50.2276450840065,8.626281203699467,58.8,Schist,Silurian ,11.7,9580.0,,,,,2310.0,98.55,467.6,4244.0,8.344,1037.0,1.997,131.3,5.064,4.494,34.44,1.938,,1.151,22.32,,6,
Bad Homburg (Höhe),Victoria-Louisen-Brunnen,50.22419743998637,8.633370722063905,257,Gneiss,Silurian ,22.4,6470.0,5.97,-10.0,,<0.1,991.0,59.0,332.0,1662.0,13,1141.0,1.2,43,3.6,2.2,3.5,0.23,0.37,<0.03,17.1,,6,
Bad Homburg (Höhe),Victoria-Louisen-Brunnen,50.22419743998637,8.633370722063905,257,Greenschist,Silurian ,22.4,6470.0,5.97,-10.0,,<0.1,991.0,59.0,332.0,1662.0,13,1141.0,1.2,43,3.6,2.2,3.5,0.23,0.37,<0.03,17.1,,6,
Bad Karlshafen,Alte Solebohrung,51.64452685318769,9.453291116908675,36,Sandstone,Triassic,11,,,,,,9981.0,138.3,338.2,15125.0,1252,782.8,,116.5,,4.9,1,,,3.5,28.1,,6,
Bad Karlshafen,Neue Solebohrung,51.64479424684271,9.453871656669167,70,Sandstone,Triassic,10.9,,,,,,4646.7,97.0,239.4,7170.6,608.6,634.4,,,,,,,,,,,6,
Bad Karlshafen,Neue Solebohrung,51.64479424684271,9.453871656669167,70,Sandstone,Triassic,13,,6.98,,,2.6,2870.0,30.1,235.7,4167.0,910.1,471.8,,40,,,0.151,0.02,0.3,1.5,,,6,
Bad Karlshafen,Solebohrung III,51.64449886336265,9.448884611491751,1144.6,Claystone,Permian,23,246000.0,5.7,,,<0.3,118463.0,948.0,1262.0,174000.0,5098,314.0,8.25,720,42,14.4,10.6,1.32,0.32,<0.05,8.83,,6,
Bad Karlshafen,Solebohrung III,51.64449886336265,9.448884611491751,1144.6,Salt,Permian,23,246000.0,5.7,,,<0.3,118463.0,948.0,1262.0,174000.0,5098,314.0,8.25,720,42,14.4,10.6,1.32,0.32,<0.05,8.83,,6,
Bad König,Fafnirbrunnen,49.7424438230336,9.005344652994046,19.4,Sandstone,Triassic,14,,,,,,69.8,28.9,114.5,154.4,48.7,581.8,,154.6,,,19,,,,,,6,
Bad König,Gustavbrunnen,49.74230886700692,9.006940123091272,6,Sandstone,Triassic,10,,,,,,53.0,19.8,83.0,133.0,56,461.0,,154,0.23,8.68,6.91,3.15,0.14,17,,,6,
Bad König,Thermalbrunnen,49.7426236100135,9.005899630562968,366,Sandstone,Triassic/Permian/Carbonifereous,20.5,,,,,,79.6,28.9,71.4,197.3,14.4,214.0,0.16,12.5,0.95,0.08,1.31,0.25,0.11,0.17,17.5,,6,
Bad König,Thermalbrunnen,49.7426236100135,9.005899630562968,366,Limestone,Triassic/Permian/Carbonifereous,20.5,,,,,,79.6,28.9,71.4,197.3,14.4,214.0,0.16,12.5,0.95,0.08,1.31,0.25,0.11,0.17,17.5,,6,
Bad König,Thermalbrunnen,49.7426236100135,9.005899630562968,366,Granite,Triassic/Permian/Carbonifereous,20.5,,,,,,79.6,28.9,71.4,197.3,14.4,214.0,0.16,12.5,0.95,0.08,1.31,0.25,0.11,0.17,17.5,,6,
Bad König,Thermalbrunnen,49.7426236100135,9.005899630562968,489.6,Sandstone,Triassic/Permian/Carbonifereous,n.s.,,,,,,65.3,25.6,93.9,149.0,63,537.0,,161,0.22,9.06,3.2,4.5,,26,,,6,
Bad König,Thermalbrunnen,49.7426236100135,9.005899630562968,489.6,Limestone,Triassic/Permian/Carbonifereous,n.s.,,,,,,65.3,25.6,93.9,149.0,63,537.0,,161,0.22,9.06,3.2,4.5,,26,,,6,
Bad König,Thermalbrunnen,49.7426236100135,9.005899630562968,489.6,Granite,Triassic/Permian/Carbonifereous,n.s.,,,,,,65.3,25.6,93.9,149.0,63,537.0,,161,0.22,9.06,3.2,4.5,,26,,,6,
Bad Nauheim,Bohrung 103,50.35892145803872,8.752613287375782,10,Sand and Gravel,Neogene/Paleogene,n.s.,,7.8,,,,4139.0,13.4,83.6,6180.0,226,323.0,,,,0,,,,60,,,6,
Bad Nauheim,Bohrung 27,50.35802515368296,8.753882656339552,12.8,Sand and Gravel,Quaternary,n.s.,,,,,,1705.0,44.2,270.2,2640.0,439,518.6,,,,25,,,,32,,,6,
Bad Nauheim,Gasquelle,50.36680105168587,8.742213846373332,40.5,Quartzite,Devonian,20.5,,6.5,,,,926.0,23.1,325.0,1513.0,36.8,989.7,,37.8,3,2.4,2.5,0.6,,,17.3,,6,
Bad Nauheim,Karlsbrunnen,50.36313806007961,8.740364459740325,9.8,Quartzite,Devonian,17.2,,,,,,2457.0,35.64,323.0,4293.0,48.66,486.0,2.608,139.4,2.62,7.227,1.9,0.781,,,13.11,,6,
Bad Nauheim,Karlsbrunnen,50.36313806007961,8.740364459740325,9.8,Quartzite,Devonian,20.35,,,,,,5569.5,76.7,863.2,9739.3,34.3,1414.0,,197.6,,12.3,7.9,4,,,,,6,
Bad Nauheim,Karlsbrunnen,50.36313806007961,8.740364459740325,9.8,Quartzite,Devonian,19.05,,5.87,,,,3314.5,52.95,534.5,5717.0,32.92,1052.3,,129.65,10.83,6.65,3.79,1.09,,,18.17,,6,
Bad Nauheim,Karlsbrunnen,50.36313806007961,8.740364459740325,9.8,Quartzite,Devonian,19.7,,5.87,,,,3856.0,72.9,619.1,6727.5,30.57,1162.0,4.065,128.24,15.42,8.26,4.44,1.026,0.824,6.63,17.28,,6,
Bad Nauheim,Karlsbrunnen,50.36313806007961,8.740364459740325,9.8,Quartzite,Devonian,19.4,13500.0,5.9,,,,3250.0,60.0,564.0,5690.0,39.3,1110.0,,148,,2.7,4.2,,,9.8,,,6,
Bad Nauheim,Karlsbrunnen,50.36313806007961,8.740364459740325,9.8,Quartzite,Devonian,19.9,13700.0,5.9,,,,3300.0,50.0,561.0,5760.0,26.3,1074.0,,115,,6.7,4.5,,,7,,,6,
Bad Nauheim,Karlsbrunnen,50.36313806007961,8.740364459740325,9.8,Quartzite,Devonian,20.1,18970.0,5.91,,,,3103.0,57.0,602.0,5027.0,33,1067.0,,122,,8.8,4.6,,,12,,,6,
Bad Nauheim,Kurbrunnen,50.36366227773491,8.74162647928477,16.6,Quartzite,Devonian,20.1,,,,,,5590.0,80.03,852.7,9818.0,31.17,1339.0,4.535,237.5,11.31,11.83,10.51,1.65,,,23.45,,6,
Bad Nauheim,Kurbrunnen,50.36366227773491,8.74162647928477,16.6,Quartzite,Devonian,20.35,,,,,,5538.4,81.4,847.1,9717.6,30.8,1410.9,,242.1,,11.7,10.7,1.5,,,,,6,
Bad Nauheim,Kurbrunnen,50.36366227773491,8.74162647928477,16.6,Quartzite,Devonian,20.1,,5.95,,,,5393.0,78.5,813.2,9370.0,30.1,1390.4,,190.6,11.63,11.06,9.87,1.236,,,20.34,,6,
Bad Nauheim,Kurbrunnen,50.36366227773491,8.74162647928477,16.6,Quartzite,Devonian,19.7,,6.2,,,,4830.2,78.08,742.18,8392.0,27.36,1323.0,5.25,152.15,14.38,7.41,9.68,1.34,,,19.85,,6,
Bad Nauheim,Kurbrunnen,50.36366227773491,8.74162647928477,16.6,Quartzite,Devonian,n.s.,,,,,,,,,,,,,,,,,,,,,,6,
Bad Nauheim,Kurbrunnen,50.36366227773491,8.74162647928477,16.6,Quartzite,Devonian,n.s.,18100.0,6.0,,,,4450.0,70.0,705.0,7700.0,27,1293.0,,155,,4,7.6,,,1,,,6,
Bad Nauheim,Kurbrunnen,50.36366227773491,8.74162647928477,16.6,Quartzite,Devonian,22.7,19820.0,5.93,,,,3395.0,59.0,648.0,6290.0,31,1134.0,,204,,8.7,2.6,,,5.8,,,6,
Bad Nauheim,Kurbrunnen,50.36366227773491,8.74162647928477,16.6,Quartzite,Devonian,22.7,22000.0,6.0,158.0,,2.3,4455.0,69.29,652.0,7636.0,27.4,1379.0,8.72,160.7,14.18,8.55,7.39,0.999,0.21,<0.05,23.46,,6,
Bad Nauheim,Kurbrunnen,50.36366227773491,8.74162647928477,16.6,Quartzite,Devonian,n.s.,,,,,,,,,,,,,,,,,,,,,,6,
Bad Nauheim,Ludwigsbrunnen,50.35840867076129,8.744114130832978,54.5,Quartzite,Devonian,18.6,,,,,,181.2,43.37,133.1,333.7,22.07,533.7,1.071,15.06,1.67,2.35,5.186,0.689,,,12.42,,6,
Bad Nauheim,Ludwigsbrunnen,50.35840867076129,8.744114130832978,54.5,Quartzite,Devonian,18.6,,,,,,182.1,42.7,143.3,371.5,22.5,564.4,,10.6,,0.65,4.9,0.4,,,,,6,
Bad Nauheim,Ludwigsbrunnen,50.35840867076129,8.744114130832978,54.5,Quartzite,Devonian,18.6,,5.73,,,,237.66,47.45,147.76,420.46,14.72,610.67,,13.46,1.8,0.81,4.17,0.28,,0,14.94,,6,
Bad Nauheim,Ludwigsbrunnen,50.35840867076129,8.744114130832978,54.5,Quartzite,Devonian,18.4,1960.0,6.0,,,,265.0,50.2,164.0,460.0,16,634.0,,15,,0.1,3.8,,,0.8,,,6,
Bad Nauheim,Ludwigsbrunnen,50.35840867076129,8.744114130832978,54.5,Quartzite,Devonian,n.s.,2080.0,5.9,,,,270.0,51.0,165.0,485.0,16.5,641.0,,16,,1.13,3.9,,,0.9,,,6,
Bad Nauheim,Ludwigsbrunnen,50.35840867076129,8.744114130832978,54.5,Quartzite,Devonian,19,2000.0,5.8,,,,280.0,53.0,170.0,510.0,15.6,683.0,,15,,1.4,3.8,,,1,,,6,
Bad Nauheim,Ludwigsbrunnen,50.35840867076129,8.744114130832978,54.5,Quartzite,Devonian,18.9,2674.0,5.86,,,,303.0,54.0,181.0,438.0,15,666.0,,18,,0.67,4.3,,,1.5,,,6,
Bad Nauheim,Siedehausquelle,50.36313806007961,8.740364459740325,12.9,Limestone,Devonian,12.7,,,,,,5016.6,68.0,708.9,7979.4,20.7,1969.4,,168,,8,7.8,1.4,,,,,6,
Bad Nauheim,Siedehausquelle,50.36313806007961,8.740364459740325,12.9,Limestone,Devonian,15.6,,5.79,,,,3344.0,55.6,547.2,5784.0,31.7,1072.1,,131.4,,6.26,5.66,1.241,,,18.79,,6,
Bad Nauheim,Siedehausquelle,50.36313806007961,8.740364459740325,12.9,Limestone,Devonian,15,17967.6,5.93,,,,3637.0,69.27,582.24,6329.0,26.37,1144.0,,119.9,,5.68,6.72,1.15,,,,,6,
Bad Nauheim,Siedehausquelle,50.36313806007961,8.740364459740325,12.9,Limestone,Devonian,16.8,17744.0,5.9,,,,3522.0,57.2,522.0,6048.0,21.1,1104.0,3.18,126.3,24.41,9.07,5.22,2.01,0.458,0.01,20.08,,6,
Bad Nauheim,Siedehausquelle,50.36313806007961,8.740364459740325,12.9,Limestone,Devonian,n.s.,14000.0,5.9,,,,3400.0,54.0,558.0,5950.0,27.5,1135.0,,125,,2.8,4.3,,,1.2,,,6,
Bad Nauheim,Siedehausquelle,50.36313806007961,8.740364459740325,12.9,Limestone,Devonian,16.1,19300.0,5.74,,,,3124.0,60.0,630.0,6426.0,30,1123.0,,120,,9.2,4.1,,,1.8,,,6,
Bad Nauheim,Sprudel VII ,50.36726232061419,8.743476321775413,159.5,Limestone,Devonian,29.9,,,,,,7702.0,101.0,1186.0,13370.0,35.91,2148.0,9.265,341.7,13.79,17.16,7.61,2.17,,,21.29,,6,
Bad Nauheim,Sprudel VII ,50.36726232061419,8.743476321775413,159.5,Limestone,Devonian,30.4,,,,,,8672.0,106.3,1300.4,15222.0,37.9,1920.0,,311.1,,18.9,12.3,1.1,,,,,6,
Bad Nauheim,Sprudel VII ,50.36726232061419,8.743476321775413,159.5,Limestone,Devonian,30.05,,6.14,,,,8268.0,101.5,1231.0,14407.0,38.11,1974.0,2.2,288.3,39.58,16.24,12.95,1.81,1,,25.12,,6,
Bad Nauheim,Sprudel VII ,50.36726232061419,8.743476321775413,159.5,Limestone,Devonian,28.3,,6.2,,,,7120.0,100.0,1190.0,12790.0,39.3,1964.0,,240,,15.7,11.2,,,1.3,,,6,
Bad Nauheim,Sprudel VII ,50.36726232061419,8.743476321775413,159.5,Limestone,Devonian,28.6,24200.0,6.2,,,,7400.0,95.0,1175.0,13000.0,40.5,1976.0,,130,,15.1,10.9,,,1,,,6,
Bad Nauheim,Sprudel VII ,50.36726232061419,8.743476321775413,159.5,Limestone,Devonian,29.9,37400.0,5.96,215.0,,0.5,7610.0,82.4,1060.0,13100.0,34,1970.0,7.54,414,29,15,11.3,1.66,0.1,88.3,20.9,,6,
Bad Nauheim,Sprudel VII ,50.36726232061419,8.743476321775413,159.5,Limestone,Devonian,n.s.,,,,,,,,,,,,,,,,,,,,,,6,
