location,well_or_spring_name,WGS84_latitude,WGS84_longitude,depth_bgl_in_m,rock_type,stratigraphic_period,temperature_in_c,electrical_conductivity_25c_in_uS/cm,pH,redox_potential_in_mV,total_dissolved_solids_in_mmol/L,O2_in_mmol/L,Na_in_mmol/L,Mg_in_mmol/L,Ca_in_mmol/L,Cl_in_mmol/L,SO4_in_mmol/L,HCO3_in_mmol/L,Li_in_mmol/L,K_in_mmol/L,Sr_in_umol/L,NH4_in_umol/L,Fe_in_mmol/L,Mn_in_mmol/L,F_in_umol/L,NO3_in_mmol/L,H2SiO3_in_umol/L,HS_in_mmol/L,Database_number
Bad Soden (Taunus),Wiesenbrunnen XVIII,50.14364039249345,8.499195766821325,1.9,Phyllite,Silurian/Ordovician,18.7,23700.0,,,,,5200.0,61.0,484.0,8180.0,43.2,1666.0,,237,,,1.9,,1.78,,,,6.0
Bad Soden (Taunus),Wilhelmsbrunnen VIa,50.14661217366513,8.502368952991,4.75,Phyllite,Silurian/Ordovician,15,,,,,,5341.0,48.48,474.3,8378.0,90.23,1628.0,Traces,173.2,,,19,Traces,,,36.9,,6.0
Bad Soden (Taunus),Wilhelmsbrunnen VIa,50.14661217366513,8.502368952991,4.75,Phyllite,Silurian/Ordovician,14,,,,,,2679.0,36.0,253.0,4129.0,99,1086.0,,135,,,11,,,,,,6.0
Bad Soden (Taunus),Wilhelmsbrunnen VIa,50.14661217366513,8.502368952991,4.75,Phyllite,Silurian/Ordovician,13,13168.8,,,,,2915.0,37.4,274.0,4513.0,100,1134.0,,135,,,11.8,,1.53,,,,6.0
Bad Soden (Taunus),Wilhelmsbrunnen VIa,50.14661217366513,8.502368952991,4.75,Phyllite,Silurian/Ordovician,17.5,14090.0,5.83,,,,3100.0,36.1,269.0,4790.0,103,1275.0,,131,,,11.3,,1.62,,,,6.0
Bad Soden (Taunus),Winklerbrunnen II,50.14249311061049,8.497948553959372,4,Phyllite,Silurian/Ordovician,21.1,,,,,,1471.0,70.0,235.0,2171.0,22,1331.0,,,,,5,,,,,,6.0
Bad Soden (Taunus),Winklerbrunnen II,50.14249311061049,8.497948553959372,4,Phyllite,Silurian/Ordovician,20.2,8091.000000000001,,,,,1468.0,102.0,244.0,2224.0,24.4,1438.0,,67,,,4.7,,0.48,,,,6.0
Bad Soden (Taunus),Winklerbrunnen II,50.14249311061049,8.497948553959372,4,Phyllite,Silurian/Ordovician,21.4,8220.0,,,,,1470.0,105.0,242.0,2290.0,36,1440.0,,68.6,,,4.9,,0.6,,,,6.0
Bad Soden (Taunus),Winklerbrunnen II,50.14249311061049,8.497948553959372,4,Phyllite,Silurian/Ordovician,20.3,8000.0,6.05,,,,1400.0,95.9,230.0,2119.0,21,1363.0,2,67.8,4,2.3,4.5,0.57,0.46,,27.2,,6.0
Bad Soden (Taunus),Winklerbrunnen II,50.14249311061049,8.497948553959372,4,Phyllite,Silurian/Ordovician,18.5,,6.0,,,,1320.0,88.3,227.0,2080.0,22,1325.0,1.7,65.7,4.2,2.1,4.8,0.56,0.48,<0.3,27.8,,6.0
Bad Soden-Salmünster,Badesprudel I,50.28938873534288,9.36825127356262,114,Sandstone,Triassic,12.3,,,,,,9937.0,432.0,1302.0,17020.0,1443,2935.0,,862.5,,,41.9,,,,44.8,,6.0
Bad Soden-Salmünster,Badesprudel I,50.28938873534288,9.36825127356262,114,Sandstone,Triassic,11.3,,6.3,,,,9019.0,378.8,1132.0,15641.0,1299,1510.0,,465,,0,32.5,Traces,,0,16.2,,6.0
Bad Soden-Salmünster,Badesprudel I,50.28938873534288,9.36825127356262,114,Sandstone,Triassic,12,,6.3,,,,8492.0,377.5,1119.0,14925.0,1222,1508.0,,419.6,,1.2,109.5,1.52,,0,21.3,,6.0
Bad Soden-Salmünster,Badesprudel I,50.28938873534288,9.36825127356262,21.1,Sandstone,Triassic,11.8,33240.0,5.8,281.0,,< 0.1,7240.0,272.0,812.0,12230.0,1048,1324.0,,369,15.1,1.9,23.1,1.14,0.07,<0.3,17.4,,6.0
Bad Soden-Salmünster,Badesprudel II,50.2910106377597,9.36714103309057,6,Unconsolidated rocks,Quaternary,n.s.,,,,,,7605.796390371782,85.78449298938813,895.9610920338424,12200.3745405731,989.4892471538744,1236.013598455549,,63.67189805499665,,7.051308411214953,12.43273933329586,,0.9246926229508197,,8.1,,6.0
Bad Soden-Salmünster,Badesprudel II,50.2910106377597,9.36714103309057,50,Sandstone,Triassic,10,,,,,,9126.0,377.8,1079.0,15440.0,1318,2109.0,,548.6587525150904,,3.508785046728972,42.8,,,,38.0,,6.0
Bad Soden-Salmünster,Badesprudel II,50.2910106377597,9.36714103309057,50,Sandstone,Triassic,11,,6.2,,,,7175.0,261.3,818.9,12190.0,1044,1179.0,,369.1,,,30.06,1.26,,2.7,23.25,,6.0
Bad Soden-Salmünster,Barbarossaquelle,50.29074091254136,9.367138957626217,10.4,Unconsolidated rocks,Quaternary,n.s.,,,,,,6169.0,281.6,855.2,10910.0,901,1978.0,,986.6,,,10.5,,,,42.7,,6.0
Bad Soden-Salmünster,Barbarossaquelle,50.29074091254136,9.367138957626217,11.7,Unconsolidated rocks,Quaternary,n.s.,,,,,,2129.360533041468,72.24102928969523,259.9590803027307,3343.727121249055,282.8825780389276,806.7285316464129,,298.5341381623072,,,5.35026322602917,,,,20.9,,6.0
Bad Soden-Salmünster,Barbarossaquelle,50.29074091254136,9.367138957626217,11.7,Unconsolidated rocks,Quaternary,14.2,,6.1,,,,1395.0,32.1,94.0,2008.0,247.1,502.1,,100,,0,1.08,0.04,,35,11.9,,6.0
Bad Soden-Salmünster,Barbarossaquelle,50.29074091254136,9.367138957626217,11.7,Unconsolidated rocks,Quaternary,13,,6.1,,,,1494.0,37.3,115.8,2274.0,256.2,430.9,,112.7,,0.3,1.87,0.11,,16.6,17.24,,6.0
Bad Soden-Salmünster,Carl-Roth-Brunnen,50.29179789192354,9.37402409927302,46.7,Sandstone,Triassic,n.s.,,,,,,6794.0,430.0,1171.0,14052.0,1065,0.0,,,,,42,0.5,,,20.8,,6.0
Bad Soden-Salmünster,Carl-Roth-Brunnen,50.29179789192354,9.37402409927302,46.7,Sandstone,Triassic,n.s.,,,,,,3360.0,135.0,453.0,5937.444686414943,450.8709720729503,536.5233526438393,,177,9,0.7,15.8,1,,,24.59,,6.0
Bad Soden-Salmünster,Carl-Roth-Brunnen,50.29179789192354,9.37402409927302,46.7,Sandstone,Triassic,12,,5.9,,,,1361.0,49.7,171.4,2330.0,195.7,244.1,,75.5,,0,6.75,0.4,,14,14.9,,6.0
Bad Soden-Salmünster,Carl-Roth-Brunnen,50.29179789192354,9.37402409927302,46.7,Sandstone,Triassic,13,,6.0,,,,84.14,5.83,17.72,134.4,18.53,50.32,,7.47,,0,0.41,6.75,,14.2,15.26,,6.0
Bad Soden-Salmünster,Fritz-Hamm-Sprudel,50.28481049405121,9.36597072025738,503,Limestone,Permian,21.8,,6.2,,,,31000.0,414.45,3006.0,54000.0,2125,3661.2,,1725,,0,24.75,,,7.4,,,6.0
Bad Soden-Salmünster,Fritz-Hamm-Sprudel,50.28481049405121,9.36597072025738,503,Limestone,Permian,22.5,100460.0,6.0,228.445,,1.3,31569.0,410.3,2801.0,52763.0,2654,3382.0,26,1772,58.5,10.3,30.2,4,2.8,0.36,15.7,,6.0
Bad Soden-Salmünster,Fritz-Hamm-Sprudel,50.28481049405121,9.36597072025738,503,Limestone,Permian,n.s.,,,,,,,,,,,,,,,,,,,,,,6.0
Bad Soden-Salmünster,Fritz-Hamm-Sprudel,50.28481049405121,9.36597072025738,503,Limestone,Permian,21.6,110680.0,6.18,149.102,,< 0.1,32800.0,428.0,3002.0,54810.0,2877,3655.0,12,1910,65.6,11,32.2,3.85,0.81,<0.3,12.4,,6.0
Bad Soden-Salmünster,Fritz-Hamm-Sprudel,50.28481049405121,9.36597072025738,503,Limestone,Permian,18.2,122400.0,6.2,151.0,,0.9,33670.0,421.0,2954.0,55900.0,2827,3291.0,20,2046,58,12,32,3.9,0.79,<0.3,12.1,,6.0
Bad Soden-Salmünster,Fritz-Hamm-Sprudel,50.28481049405121,9.36597072025738,503,Limestone,Permian,18.5,128000.0,6.12,248.365,,0.62,32800.0,404.0,2820.0,56000.0,2850,1672.0,26,1890,59.2,11,32,3.8,0.7,1.2,10.8,,6.0
Bad Soden-Salmünster,Fritz-Hamm-Sprudel,50.28481049405121,9.36597072025738,503,Limestone,Permian,16.8,128000.0,6.05,,,,34900.0,397.0,2790.0,58000.0,2710,3350.0,,1970,,12,32,,,<1.0,,,6.0
Bad Soden-Salmünster,Huttenquelle,50.28956543620951,9.369235021030947,6.5,Unconsolidated rocks,Quaternary,n.s.,,,,,,5759.262508555783,255.8288145549006,789.7505141877502,10236.42064346473,845.825258905619,720.3769354658149,,743.2409121395035,,,1.1,,,,30.0,,6.0
Bad Soden-Salmünster,König-Heinrich-Sprudel,50.28976557754008,9.362780878418008,538.8,Limestone,Permian,23.4,,6.25,,,,30960.0,430.0,2785.0,53545.0,2554,3383.0,,3514,,24.3,24,3.5,,,,,6.0
Bad Soden-Salmünster,König-Heinrich-Sprudel,50.28976557754008,9.362780878418008,538.8,Limestone,Permian,20,,6.2,,,,21468.0,480.6,2090.0,36128.0,2240,2717.0,,1216,,0,46.68,2.08,,0,31.55,,6.0
Bad Soden-Salmünster,König-Heinrich-Sprudel,50.28976557754008,9.362780878418008,538.8,Limestone,Permian,19.8,100460.0,6.35,,,1.3,21280.0,484.3,2051.0,35601.0,2215,2929.0,,1122,,0.4,49.22,*,,0,17.13,,6.0
Bad Soden-Salmünster,König-Heinrich-Sprudel,50.28976557754008,9.362780878418008,538.8,Limestone,Permian,22,126700.0,6.19,188.81,,< 0.2,34730.0,437.0,2896.0,58470.0,3063,3151.0,22,1837,59,11,32,3.8,0.68,<0.3,14.0,,6.0
Bad Soden-Salmünster,König-Heinrich-Sprudel,50.28976557754008,9.362780878418008,538.8,Limestone,Permian,23.7,131000.0,5.91,217.569,,< 0.20,34900.0,400.0,2700.0,58500.0,2820,1018.0,25.7,1880,59.1,12,30,3.3,0.67,1.8,11.4,,6.0
Bad Soden-Salmünster,Ottoquelle,50.29010488661594,9.369239195515522,6.8,Unconsolidated rocks,Quaternary,n.s.,,,,,,6364.0,161.5,912.0,10500.0,854.5,1629.0,Traces,160,Traces,6.18,47.1,,5.4,Traces,15.0,,6.0
Bad Soden-Salmünster,Ottoquelle,50.29010488661594,9.369239195515522,6.8,Unconsolidated rocks,Quaternary,n.s.,,,,,,4267.823631074607,157.0795565042096,439.2360856670007,7011.683480496124,614.5939772309953,673.0564055240433,,206.4878604963112,,,22.89527056183654,,,,28.5,,6.0
Bad Soden-Salmünster,Ottoquelle,50.29010488661594,9.369239195515522,6.8,Unconsolidated rocks,Quaternary,13.5,,6.1,,,,1498.0,30.44,87.2,2119.0,247.8,593.1,,93.96,,0,6.559,Traces,,0,33.27,,6.0
Bad Soden-Salmünster,Ottoquelle,50.29010488661594,9.369239195515522,6.8,Unconsolidated rocks,Quaternary,12.3,,6.3,,,,1035.0,22.14,50.21,1267.0,177.2,697.7,,57.34,,0,2.16,0.14,,2.6,39.91,,6.0
Bad Soden-Salmünster,Pacificus-Sprudel,50.29162303178832,9.372478915888442,406,Dolomite,Permian,19.5,,,,,,12118.0,715.8,1865.0,23004.02904446331,270,2495.32370265996,5.6,531,36,3.9,27.4,0.1,,,15.187,,6.0
Bad Soden-Salmünster,Pacificus-Sprudel,50.29162303178832,9.372478915888442,406,Dolomite,Permian,n.s.,,,,,,12812.08624229979,556.7591792656588,1832.816723734006,23786.98435790986,2200.240820734341,256.579684074428,,870.1126760563379,,,117.420315925572,,,,,,6.0
Bad Soden-Salmünster,Pacificus-Sprudel,50.29162303178832,9.372478915888442,406,Dolomite,Permian,16,,6.4,,,,12356.0,523.2,1683.0,21749.0,1836,1899.0,,617.9,1683,0,73.1,1.9,,0,23.3,,6.0
Bad Soden-Salmünster,Pacificus-Sprudel,50.29162303178832,9.372478915888442,406,Dolomite,Permian,16,,6.2,,,,12167.0,516.0,1680.0,21360.0,1823,1996.0,,576.5,,0.6,77.3,2.4,,0,17.63,,6.0
Bad Soden-Salmünster,Trinksprudel I,50.28840240677226,9.367401638991467,122,Sandstone,Triassic,12.5,,5.9,,,,7287.3,734.0,1106.0,14420.0,1060,1208.2,,570.9,,0,27,,,0.5,23.4,,6.0
Bad Soden-Salmünster,Trinksprudel I,50.28840240677226,9.367401638991467,122,Sandstone,Triassic,n.s.,,,,,,,,,,,,,,,,,,,,,,6.0
Bad Soden-Salmünster,Trinksprudel I,50.28840240677226,9.367401638991467,122,Sandstone,Triassic,12.4,35800.0,5.83,265.818,,0.8,7195.0,329.0,1026.0,13120.0,956,1080.0,4.6,433,19,2.5,65,1.7,0.11,<0.3,13.3,,6.0
Bad Soden-Salmünster,Trinksprudel I,50.28840240677226,9.367401638991467,122,Sandstone,Triassic,12.8,38700.0,5.68,455.526,,< 0.20,7260.0,342.0,1060.0,13300.0,1000,1190.0,5.6,446,19.2,2.5,62,1.8,0.13,<1.0,12.5,,6.0
Bad Soden-Salmünster,Trinksprudel I,50.28840240677226,9.367401638991467,122,Sandstone,Triassic,12.4,37900.0,5.82,277.818,,0.77,7413.0,348.0,1132.0,13576.0,1034,1268.0,6.2,408,,0.66,,,3.87,5.13,,,6.0
Bad Soden-Salmünster,Trinksprudel II,50.28840240677226,9.367401638991467,30,Sandstone,Triassic,11.3,5480.0,6.15,336.621,,0.5,1030.0,19.0,58.0,1560.0,164,336.0,,65,,0.37,2.2,1.3,,<1.0,,,6.0
Bad Soden-Salmünster,Trinksprudel II,50.28840240677226,9.367401638991467,30,Sandstone,Triassic,12.1,7840.0,5.98,320.037,,6.34,1533.0,40.0,123.55,2387.0,232,370.0,1.35,94.76,,0.33,,,3.55,6.8,,,6.0
Bad Soden-Salmünster,Trinksprudel Mischung,50.28840240677226,9.367401638991467,122,Sandstone,Triassic,11.3,13335.0,5.8,237.0,,0.38,2944.0,103.9,312.8,4898.0,421.9,635.8,2.53,163.9,5.34,0.32,11.5,0.5,0.15,0.44,15.6,,6.0
Bad Soden-Salmünster-Romsthal,Tiefbohrung,50.31223561618706,9.365198344312365,110,Sandstone,Triassic,15,,7.45,,,4.3,13.0,19.1,45.3,24.2,19.2,195.84,,7.5,,,0,,,4.8,,,6.0
Bad Sooden-Allendorf,Betriebsbrunnen,51.26989429760884,9.96445415647281,35.4,Dolomite,Permian,13.3,72300.0,6.73,110.0,,0.3,18000.0,285.0,1160.0,27820.0,3480,362.0,1.2,196,13,0.6,0.12,0.15,1.9,<0.005,14.5,,6.0
Bad Sooden-Allendorf,Gradierwerksbrunnen,51.27095042610538,9.967199213164712,200,Limestone,Permian,13,,,,,,37826.0,499.0,1777.0,59348.0,5235,397.0,,574,,,3,,,,,,6.0
Bad Sooden-Allendorf,Gradierwerksbrunnen,51.27095042610538,9.967199213164712,286,Limestone,Permian,17.4,138500.0,6.32,100.0,,2.7,41300.0,497.0,1790.0,63880.0,5300,412.0,3.7,442,25,2.6,2.3,0.37,1.9,1.1,11.7,,6.0
Bad Sooden-Allendorf,Kurmittelhausbrunnen,51.2726166475586,9.972250333567583,18,Sandstone,Triassic,12.2,,,,,,12817.0,211.3,896.4,19982.0,2565,354.9,,135,,,0.38,,,5.3,15.74,,6.0
Bad Vilbel,Adriansprudel,50.18826778851264,8.7428810340851,43,"Pelite, Sandstone, Conglomerate",Permian,11,,,,,,118.0,55.0,220.0,168.0,88,868.0,,57,,,1,,,,,,6.0
Bad Vilbel,Brodscher Sprudel,50.18420046432013,8.745465442144313,75.79,"Pelite, Sandstone, Conglomerate",Permian,10.5,,,,,,319.1,61.7,347.2,185.9,28.3,1959.0,0.217,27.56,1.585,0.614,24.31,0.206,,,14.1,,6.0
Bad Vilbel,Chattiaquelle,50.18822700181219,8.744771834343124,18,"Pelite, Sandstone, Conglomerate",Permian,11,,,,,,206.0,66.0,261.0,161.0,74,1374.0,,34,,,10,,,,,,6.0
Bad Vilbel,Elisabethenquelle (alt),50.18422488533324,8.744303052136184,60,"Pelite, Sandstone, Conglomerate",Permian,11,,,,,,281.0,66.0,259.0,268.0,65,1412.0,,45,,,1,,,,,,6.0
Bad Vilbel,Elisabethenquelle (alt),50.18422488533324,8.744303052136184,60,"Pelite, Sandstone, Conglomerate",Permian,11,,,,,,281.2,80.7,248.1,254.3,83.6,1440.0,,,,,,,,,,,6.0
Bad Vilbel,Hassiasprudel I,50.18485179128078,8.743179439718109,60,"Pelite, Sandstone, Conglomerate",Permian,n.s.,,,,,,292.78,65.51,365.15,186.93,35.81,1956.78,0.64,29.46,4.01,0.57,21.57,0.83,,,11.5,,6.0
Bad Vilbel,Hassiasprudel I,50.18485179128078,8.743179439718109,322.85,"Pelite, Sandstone, Conglomerate",Permian,10.8,,6.3,,,,464.8,83.0,385.0,391.0,35.8,2208.6,2.3,34.2,,2.3,13.4,0.32,,,12.6,,6.0
Bad Vilbel,Hassiasprudel I,50.18485179128078,8.743179439718109,322.85,"Pelite, Sandstone, Conglomerate",Permian,n.s.,,,,,,,,,,,,,,,,,,,,,,6.0
Bad Vilbel,Hassiasprudel I,50.18485179128078,8.743179439718109,322.85,"Pelite, Sandstone, Conglomerate",Permian,11.7,,6.0,,,,260.9,48.7,221.4,177.0,29.3,1335.0,0.58,23,1.25,1.18,9.9,0.22,0.39,0.77,12.3,,6.0
Bad Vilbel,Hassiasprudel I,50.18485179128078,8.743179439718109,322.85,"Pelite, Sandstone, Conglomerate",Permian,11,,6.1,,,,670.0,134.0,532.0,539.0,42,2237.0,,58,,,,,,,,,6.0
Bad Vilbel,Hassiasprudel I,50.18485179128078,8.743179439718109,322.85,"Pelite, Sandstone, Conglomerate",Permian,12.4,1720.0,5.7,90.0,,2.8,175.0,34.5,160.0,119.0,31,945.0,0.41,19.7,0.9,1.1,7.3,0.19,0.36,<0.3,9.17,,6.0
Bad Vilbel,Hermannsquelle,50.19133000474628,8.74524547738265,60,"Pelite, Sandstone, Conglomerate",Permian,n.s.,,,,,,366.0,74.0,350.0,290.0,28,2525.0,,43,,,84,,,,,,6.0
Bad Vilbel,Hessenquelle II,50.19403495685536,8.748732585917827,56,"Pelite, Sandstone, Conglomerate",Permian,8,,,,,,387.0,59.0,466.0,272.0,42,2332.0,,41,,,16,,,,,,6.0
Bad Vilbel,Hessentalquelle,50.18575151996031,8.74345468664276,35,"Pelite, Sandstone, Conglomerate",Permian,6,,,,,,267.0,90.0,267.0,359.0,47,1853.0,,150,,,14,,,,,,6.0
Bad Vilbel,Ludwigquelle,50.18503531589025,8.74485886028696,30,"Pelite, Sandstone, Conglomerate",Permian,11,,,,,,106.0,23.0,99.0,101.0,99,591.0,,18,,,1,,,,,,6.0
Bad Vilbel,Lunaquelle,50.17813645985871,8.735654709813167,8,"Pelite, Sandstone, Conglomerate",Permian,10,,,,,,184.0,44.0,286.0,171.0,234,488.0,,17,,,0,,,,,,6.0
Bad Vilbel,Sauerbrunnen,50.18530474126676,8.744717390471967,10.3,"Pelite, Sandstone, Conglomerate",Permian,10,,,,,,180.0,70.0,138.0,208.0,125,740.9,,,,,5.5,,,,10.0,,6.0
Bad Vilbel,Sportquelle,50.18584204907612,8.743734273870931,32,"Pelite, Sandstone, Conglomerate",Permian,7,,,,,,90.0,69.0,188.0,276.0,37,645.0,,,,,,,,,,,6.0
Bad Vilbel,Venusquelle,50.19537660815028,8.745504073460577,30,"Pelite, Sandstone, Conglomerate",Permian,8,,,,,,112.0,40.0,171.0,76.0,26,889.0,,13,,,8,,,,,,6.0
Bad Vilbel-Gronau,Friedrich-Karl-Sprudel,50.19242198530554,8.75126204612831,287,"Pelite, Sandstone, Conglomerate",Permian,n.s.,,,,,,926.3,166.4,470.8,838.3,41.56,3312.0,3.3,14.58,2.17,2.7,9,0.25,,,,,6.0
Bad Vilbel-Gronau,Friedrich-Karl-Sprudel,50.19242198530554,8.75126204612831,287,"Pelite, Sandstone, Conglomerate",Permian,11.5,,,,,,562.0,140.8,453.9,546.7,45.5,2902.0,,,,,22.8,,,,17.2,,6.0
Bad Vilbel-Gronau,Friedrich-Karl-Sprudel,50.19242198530554,8.75126204612831,287,"Pelite, Sandstone, Conglomerate",Permian,11.3,,6.3,,,,694.4,138.7,527.3,553.1,41.5,3293.0,,62.2,,3.89,11.8,0.55,,,20.3,,6.0
Bad Vilbel-Gronau,Friedrich-Karl-Sprudel,50.19242198530554,8.75126204612831,287,"Pelite, Sandstone, Conglomerate",Permian,n.s.,,,,,,,,,,,,,,,,,,,,,,6.0
Bad Vilbel-Gronau,Friedrich-Karl-Sprudel,50.19242198530554,8.75126204612831,287,"Pelite, Sandstone, Conglomerate",Permian,11.4,,6.3,,,,678.0,129.0,520.3,540.8,42.2,3194.0,1.51,56.8,3.9,4,11.5,0.41,0.3,1.7,19.5,,6.0
Bad Vilbel-Gronau,Friedrich-Karl-Sprudel,50.19242198530554,8.75126204612831,287,"Pelite, Sandstone, Conglomerate",Permian,11,,6.1,,,,228.0,43.0,185.0,151.0,26,1141.0,,22,,,,,,,,,6.0
Bad Vilbel-Gronau,Friedrich-Karl-Sprudel,50.19242198530554,8.75126204612831,287,"Pelite, Sandstone, Conglomerate",Permian,11.2,5350.0,6.3,30.0,,0.3,651.0,124.0,511.0,533.0,40,3065.0,1.3,58.3,3.5,4.7,15,0.45,0.26,<0.3,17.2,,6.0
Bad Vilbel-Gronau,Hassiasprudel II,50.19480956221538,8.77576053993309,181,"Pelite, Sandstone, Conglomerate",Permian,12.9,,,,,,386.1,60.03,358.9,206.7,29.32,2111.0,0.38,29.26,2.3,2.09,13.65,0.87,,5.99,14.73,,6.0
Bad Vilbel-Gronau,Hassiasprudel II,50.19480956221538,8.77576053993309,181,"Pelite, Sandstone, Conglomerate",Permian,10,,6.3,,,,235.0,41.0,252.0,118.0,23,1428.0,,21,,,,,,,,,6.0
Bad Vilbel-Massenheim,Römerbrunnen,50.19477884622505,8.72015598498572,0,Unconsolidated rocks,Quaternary,10.7,,6.6,,,,149.8,30.16,292.29,198.09,52.89,1082.14,,14.25,,,2.59,,,0,,,6.0
Bad Wildungen,Badequelle,51.1136698069083,9.104402530744181,14.25,Slate,Devonian,10.2,,,,,,64.85,123.5,252.5,4.499,52.33,1520.0,,7.412,Traces,0.391,9.769,0.783,,Traces,27.76,,6.0
Bad Wildungen,Badequelle,51.1136698069083,9.104402530744181,14.25,Slate,Devonian,9.5,,,,,,49.69,112.2,218.5,6.098,49.83,1323.0,,4.437,,,11.59,0.64,,,22.72,,6.0
Bad Wildungen,Badequelle,51.1136698069083,9.104402530744181,14.25,Slate,Devonian,10,,,,,,50.3,103.2,202.9,12.86,51.12,1220.0,,4.7,0.45,0.27,12.35,0.97,,,21.76,,6.0
Bad Wildungen,Badequelle,51.1136698069083,9.104402530744181,12.6,Slate,Devonian,7.6,,5.8,,,,27.6,54.95,115.1,24.8,55.15,612.0,,3.16,0.23,0.45,8,0.5,,,15.12,,6.0
Bad Wildungen,Badequelle,51.1136698069083,9.104402530744181,0,Slate,Devonian,11,1390.0,5.83,370.0,,,49.2,92.3,193.0,21.6,58,1080.0,,4.52,,,10.1,0.686,,0,,,6.0
Bad Wildungen,Georg-Viktor-Quelle ,51.11326653499949,9.102973418941547,3.59,Unconsolidated rocks,Quaternary,10.4,1600.0,,,,,45.28,105.1,203.6,4.593,51.39,1225.0,0.092,4.169,,0.129,10.48,0.754,,Spuren,28.14,,6.0
Bad Wildungen,Georg-Viktor-Quelle ,51.11326653499949,9.102973418941547,3.59,Unconsolidated rocks,Quaternary,9.7,,,,,,56.51,125.2,233.7,5.87,59.19,1442.0,0.18,6.47,,,10.79,0.77,,,23.88,,6.0
Bad Wildungen,Georg-Viktor-Quelle ,51.11326653499949,9.102973418941547,3.59,Unconsolidated rocks,Quaternary,10.1,1552.0,5.92,,,0,40.0,91.0,191.0,19.5,56,1076.0,0.12,4.2,0.38,0.06,8.56,0.55,0.3,<0.5,22.0,,6.0
Bad Wildungen,Georg-Viktor-Quelle Brunnen A,51.11308798909063,9.101544824552745,248.3,Slate,Devonian,12,2510.0,6.11,390.0,,,202.0,135.0,314.0,8.86,114,2070.0,,7.22,,,5.53,0.367,,0,,,6.0
Bad Wildungen,Georg-Viktor-Quelle Brunnen A,51.11308798909063,9.101544824552745,198.8,Slate,Devonian,15.2,,,,,,138.5,112.3,255.1,7.74,143.5,1542.0,,7.76,1.29,1.4,4.78,0.5,,,35.23,,6.0
Bad Wildungen,Georg-Viktor-Quelle Brunnen B,51.11322164916092,9.102901909098014,44.7,Slate,Devonian,11.1,,,,,,41.7,103.3,202.3,7.85,55.9,1189.0,,4.18,0.64,,10.78,0.74,,,29.4,,6.0
Bad Wildungen,Georg-Viktor-Quelle Brunnen B,51.11322164916092,9.102901909098014,44.7,Slate,Devonian,11.4,1320.0,5.9,393.0,,,37.5,92.3,183.0,18.4,54.8,1030.0,,4.15,,,8.98,0.505,,0,,,6.0
Bad Wildungen,Helenenbrunnen,51.10156798341665,9.115655227294392,73.4,Chert,Carboniferous,11.8,,,,,,653.1,238.7,345.9,602.8,25.05,2956.0,0.56,15.98,1.18,0.2,6.61,0.41,,7.1,32.69,,6.0
Bad Wildungen,Helenenbrunnen,51.10156798341665,9.115655227294392,73.4,Chert,Carboniferous,11.9,,,,,,671.8,253.8,346.3,616.0,26.4,3040.0,,,,,,,,,,,6.0
Bad Wildungen,Helenenbrunnen,51.10156798341665,9.115655227294392,73.4,Chert,Carboniferous,12.7,4600.0,6.33,384.0,,,600.0,262.0,363.0,624.0,34,3070.0,,13.6,,,6.38,0.36,,0,,,6.0
Bad Wildungen,Helenenquelle,51.10156798341665,9.115655227294392,5.5,Slate,Carboniferous,11.5,5800.0,,,,,675.4,258.7,353.3,633.2,24.77,3079.0,,12.6,,1.948,6.55,0.448,,,40.33,,6.0
Bad Wildungen,Helenenquelle,51.10156798341665,9.115655227294392,5.5,Slate,Carboniferous,10,,,,,,661.1,251.9,351.8,619.4,30.51,3032.0,0.498,18,1.408,,5.526,0.42,,,32.02,,6.0
Bad Wildungen,Königsquelle,51.12371092063471,9.13156714410552,6,Chert,Carboniferous,9.5,,,,,,604.0,177.3,268.3,563.9,44.7,2307.0,0.527,12.2,Traces,,2.6,0.2,,Traces,55.5,,6.0
Bad Wildungen,Königsquelle,51.12371092063471,9.13156714410552,6,Chert,Carboniferous,9.2,,,,,,325.5,144.2,246.6,498.2,54.9,1452.0,,12.26,,,4.8,0.9,,,,,6.0
Bad Wildungen,Königsquelle,51.12371092063471,9.13156714410552,6,Chert,Carboniferous,10.2,,,,,,318.0,156.2,240.0,523.3,67.1,1402.0,,13,1.03,0.72,2.13,0.5,,,48.4,,6.0
Bad Wildungen,Königsquelle,51.12371092063471,9.13156714410552,6,Chert,Carboniferous,12.4,3200.0,6.11,391.0,,,324.0,156.0,274.0,542.0,75.9,1510.0,,11,,,0.89,0.823,,0,,,6.0
Bad Wildungen,Schlossquelle,51.12457077026973,9.126283944609739,25,Slate,Carboniferous,10.5,,,,,,119.2,120.9,124.9,82.3,30.5,1165.0,0.08,10.8,Traces,Traces,12,0.5,,,46.2,,6.0
Bad Wildungen,Schlossquelle,51.12457077026973,9.126283944609739,25,Slate,Carboniferous,9.7,,,,,,79.9,81.2,121.4,63.7,50.5,838.9,,8.13,,1.355,3.02,0.8,,,,,6.0
Bad Wildungen,Schlossquelle,51.12457077026973,9.126283944609739,3,Slate,Carboniferous,11.7,1600.0,6.0,359.0,,,122.0,114.0,172.0,90.8,36.5,1240.0,,8.38,,,2.5,0.915,,0,,,6.0
