location,well_or_spring_name,utm_e,utm_n,depth_bgl_in_m,rock_type,stratigraphic_period,temperature_in_c,electrical_conductivity_25c_in_uS/cm,pH,redox_potential_in_mV,total_dissolved_solids_in_mmol/L,O2_in_mmol/L,Na_in_mmol/L,Mg_in_mmol/L,Ca_in_mmol/L,Cl_in_mmol/L,SO4_in_mmol/L,HCO3_in_mmol/L,Li_in_mmol/L,K_in_mmol/L,Sr_in_umol/L,NH4_in_umol/L,Fe_in_mmol/L,Mn_in_mmol/L,F_in_umol/L,NO3_in_mmol/L,H2SiO3_in_umol/L,HS_in_mmol/L
Ísland,K-14 / B-58014,65.7043722789,-16.748947191,2107,,Neogene,,548,7.75,,1054.7,,117,0.009,0.49,26.5,13.3,,,22.75,,,,,2.8,,,
Ísland,K-14 / B-58014,65.7043722789,-16.748947191,2107,,Triassic,,600,7.47,,1091,,130,0.069,0.29,36.8,9.39,,,26,,,,,4,,,
Ísland,K-14 / B-58014,65.7043722789,-16.748947191,2107,,Neogene,,800,7.76,,1272.5,,164.2,0.02,0.37,83.8,11.6,,,33.8,,,,,2.299,,,
Ísland,K-14 / B-58014,65.7043722789,-16.748947191,2107,,Neogene,,758,7.55,,1261.5,,165.6,0.008,0.55,78.7,14.36,,,33.98,,,,,4.7,,,
Ísland,K-14 / B-58014,65.7043722789,-16.748947191,2107,,Neogene,,120,4.55,,181.3,,19.58,0.005,0.11,11.32,2.9,,,4.16,,,,,0.477,,,
Ísland,K-14 / B-58014,65.7043722789,-16.748947191,2107,,Triassic,,917,7.62,,1357.8,,187.21,0.001,0.55,94.81,6.17,,,38.69,,,,,4.337,,,
Ísland,K-14 / B-58014,65.7043722789,-16.748947191,2107,,Neogene,,870,7.3,,1225.9,,180.19,0.02,0.5,93.04,6.2,,,34.77,,,,,4.029,,,
Ísland,K-14 / B-58014,65.7043722789,-16.748947191,2107,,Neogene,,621,7.14,,1061.5,,128.66,0.006,0.49,62.71,5.73,,0.22,29.7,,,,,3.058,,,
Ísland,K-14 / B-58014,65.7043722789,-16.748947191,2107,,Neogene,,758,8.13,,1179.5,,160.29,0.043,0.63,80.94,5.92,,,33.49,,,,,4.5,,,
Ísland,K-14 / B-58014,65.7043722789,-16.748947191,2107,,Triassic,,,5.62,,,,,,,,,,,,,,,,,,,
Ísland,K-14 / B-58014,65.7043722789,-16.748947191,2107,,Neogene,,720,8.02,,1172.4,,156.44,0.009,0.47,72.47,8.5,,,31.71,,,,,3.985,,,
Ísland,K-14 / B-58014,65.7043722789,-16.748947191,2107,,Neogene,,790,7.42,,1155.5,,154.85,0.004,0.76,76.25,4.76,,0.2,31.7,,,,,3.826,,,
Ísland,K-14 / B-58014,65.7043722789,-16.748947191,2107,,Neogene,,730,8.11,,1202.3,,156.01,0.019,0.65,65.37,4.62,,,31.97,,,,,4.149,,,
Ísland,K-14 / B-58014,65.7043722789,-16.748947191,2107,,Neogene,,845,8.4,,1217.5,,166.43,0.018,0.75,90.85,4.6,,,35.61,,,,,3.988,,,
Ísland,K-14 / B-58014,65.7043722789,-16.748947191,2107,,Triassic,,831,8.51,,1161.2,,163.39,0.032,0.47,69.43,3.68,,,32.66,,,,,4.146,,,
Ísland,K-14 / B-58014,65.7043722789,-16.748947191,2107,,Neogene,,769,7.95,,1110.8,,152.07,0.022,0.89,86.46,9.43,,,31.72,,,0.07,,3.663,,,
Ísland,K-14 / B-58014,65.7043722789,-16.748947191,2107,,Neogene,,518,6.15,,880,,96.6,0.14,1.06,60.42,3.77,,,23.8,,,0.07,,2.008,,,
Ísland,K-14 / B-58014,65.7043722789,-16.748947191,2107,,Neogene,,,,,,,,,,,,,,,,,,,,,,
Ísland,K-14 / B-58014,65.7043722789,-16.748947191,2107,,,,870,8.18,,1226.4,,152.5,0.05,0.78,80.92,6.33,,,29.4,,,0.07,,4.651,,,
Ísland,K-14 / B-58014,65.7043722789,-16.748947191,2107,,,,833,8.78,,1265.2,,163.9,0.059,0.86,76.81,3.76,,,33.03,,,0.03,,4.56,,,
Ísland,K-14 / B-58014,65.7043722789,-16.748947191,2107,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,K-14 / B-58014,65.7043722789,-16.748947191,2107,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,K-14 / B-58014,65.7043722789,-16.748947191,2107,,,,812,6.2,,1320,,141,0.145,0.61,74.8,16,,,25.4,,,0.12,,3.94,,,
Ísland,K-14 / B-58014,65.7043722789,-16.748947191,2107,,,,,8.78,,,,157.2516,0.0049,1.2024,35.45,45.1482,,,20.723,,,0.0151,,1.729,,,
Ísland,K-14 / B-58014,65.7043722789,-16.748947191,2107,,,,,,,,,0,0,0,0,0,,,0,,,0,,0,,,
Ísland,K-14 / B-58014,65.7043722789,-16.748947191,2107,,,,,6.51,,,,89,,,60.4,,,,19.7,,,,,,,,
Ísland,K-14 / B-58014,65.7043722789,-16.748947191,2107,,,,,7.2,,,,111,,,48.8,,,,20.2,,,,,,,,
Ísland,K-14 / B-58014,65.7043722789,-16.748947191,2107,Granite,,,,7.77,,1263,,165.8,0.008,0.55,78.79,14.38,,,34.02,,,,,4.71,,,
Ísland,K-15 / B-58015,65.7102870498,-16.7569695812,2097,,,,1531,7.3,,2141,,361,1.2,1.92,44.5,127,,,114,,,,,0.66,,,
Ísland,K-15 / B-58015,65.7102870498,-16.7569695812,2097,,,,1033,6.75,,1226,,274,0.007,1.02,63.9,71.3,,,75.35,,,,,6.9,,,
Ísland,K-15 / B-58015,65.7102870498,-16.7569695812,2097,,,,1000,4.16,,425.4,,114,0.007,0.61,20,42.9,,,24.6,,,,,0.71,,,
Ísland,K-15 / B-58015,65.7102870498,-16.7569695812,2097,,,,391,4.15,,292,,74.8,0.019,0.18,25.7,21.7,,,16.1,,,,,0.72,,,
Ísland,K-15 / B-58015,65.7102870498,-16.7569695812,2097,,,,346,5.49,,288.7,,29.4,0.03,0.15,1.97,6.77,,,8.4,,,,,0.85,,,
Ísland,K-15 / B-58015,65.7102870498,-16.7569695812,2097,,,,53,4.7,,29.5,,4.94,0.006,0.19,2.6,1.5,,,1.37,,,,,0.09,,,
Ísland,K-15 / B-58015,65.7102870498,-16.7569695812,2097,,,,44,3.88,,30,,9.3,0.014,0.2,9.8,2.14,,,1.78,,,,,0.05,,,
Ísland,K-15 / B-58015,65.7102870498,-16.7569695812,2097,,,,100,4.38,,92.5,,20.08,0.013,0.19,2.99,3.8,,,4,,,,,0.17,,,
Ísland,K-15 / B-58015,65.7102870498,-16.7569695812,2097,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,K-15 / B-58015,65.7102870498,-16.7569695812,2097,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,K-15 / B-58015,65.7102870498,-16.7569695812,2097,,,,36,4.18,,43.3,,4.8,0.009,0.03,7.04,1.97,,,0.78,,,,,0.043,,,
Ísland,K-15 / B-58015,65.7102870498,-16.7569695812,2097,,,,13,4.01,,5.5,,0.07,0.009,0.05,0.98,0.8,,,0.19,,,,,0.034,,,
Ísland,K-15 / B-58015,65.7102870498,-16.7569695812,2097,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,K-15 / B-58015,65.7102870498,-16.7569695812,2097,,,,140,4.3,,138.2,,27.4,0.004,0.15,11.51,0.84,,,3.04,,,,,0.303,,,
Ísland,K-15 / B-58015,65.7102870498,-16.7569695812,2097,,,,150,4.11,,94.5,,43.53,0.006,0.48,16.86,19.13,,,8.94,,,0,,0.303,,,
Ísland,K-15 / B-58015,65.7102870498,-16.7569695812,2097,,,,270,4.9,,280.3,,74.7,0,0.07,23.09,7.5,,,9,,,0,,0.455,,,
Ísland,K-15 / B-58015,65.7102870498,-16.7569695812,2097,,,,,8.65,,,,211.12,0,,98.61,120,,,47.85,,,,,,,,
Ísland,K-15 / B-58015,65.7102870498,-16.7569695812,2097,,,,355,5.11,,397.2,,83.2,0.05,2.75,21,11.07,,,19.74,,,,,0.563,,,
Ísland,K-15 / B-58015,65.7102870498,-16.7569695812,2097,sand and gravel,,,,,,,,3.5,0,,,,,,,,,,,,,,
Ísland,K-15 / B-58015,65.7102870498,-16.7569695812,2097,sand and gravel,,,,,,,,,,,,,,,,,,,,,,,
Ísland,K-15 / B-58015,65.7102870498,-16.7569695812,2097,sand and gravel,,,,,,,,531.45,0.142,3.7,,,,,65.64,,,0.25,,,,,
Ísland,K-15 / B-58015,65.7102870498,-16.7569695812,2097,sand and gravel,,165.8,926,7.1,,1349.2,,193.67,0.012,2.66,44.91,76.2,,,34.9,,,0.05,,1.451,,,
Ísland,K-15 / B-58015,65.7102870498,-16.7569695812,2097,sand and gravel,,,,8,,1427.2,,211.1,0.03,1.23,72.05,57.46,,,43.3,,,,,1.954,,,
Ísland,K-15 / B-58015,65.7102870498,-16.7569695812,2097,sand and gravel,,,,,,,,,,,,,,,,,,,,,,,
Ísland,K-15 / B-58015,65.7102870498,-16.7569695812,2097,sand and gravel,,,,9.44,,,,,,,,,,,,,,,,,,,
Ísland,K-15 / B-58015,65.7102870498,-16.7569695812,2097,sand and gravel,,,,9.26,,,,222,0.005,2.059,36.4,247.9,,0.283,39.1,0.009,,0.0012,0.0015,1.271,,,
Ísland,K-15 / B-58015,65.7102870498,-16.7569695812,2097,sand and gravel,,,,8.99,,,,206.2203,0.0049,1.6032,24.4605,198.8442,,,38.318,,,0.0117,,1.577,,,
Ísland,K-15 / B-58015,65.7102870498,-16.7569695812,2097,sand and gravel,,,,6.06,,,,135,,,26.9,,,,20.4,,,,,,,,
Ísland,K-15 / B-58015,65.7102870498,-16.7569695812,2097,sand and gravel,,,,,,,,,,,25.524,,,,,,,,,,,,
Ísland,K-16 / B-58016,65.7043707017,-16.7387716744,1981,sand and gravel,,,870,7.9,,994.7,,188.7,0.28,4.37,13.8,159.8,,,30.5,,,,,0.56,,,
Ísland,K-16 / B-58016,65.7043707017,-16.7387716744,1981,sand and gravel,,,901,7.99,,1104.7,,203,0.015,2.3,18.4,103.3,,,37.6,,,,,0.69,,,
Ísland,K-16 / B-58016,65.7043707017,-16.7387716744,1981,sand and gravel,,,820,8.46,,1193.4,,177.6,0.008,1.65,28.1,99,,,33.55,,,,,1.27,,,
Ísland,K-16 / B-58016,65.7043707017,-16.7387716744,1981,sand and gravel,,,769,7.07,,1119,,164,0.008,1.06,41.5,67.68,,,29.96,,,,,2.08,,,
Ísland,K-16 / B-58016,65.7043707017,-16.7387716744,1981,sand and gravel,,,741,8.7,,1111.3,,163,0.005,0.76,52.15,36.02,,,30.31,,,,,2.35,,,
Ísland,K-16 / B-58016,65.7043707017,-16.7387716744,1981,sand and gravel,,,840,8.53,,1145.3,,166.97,0.004,1.03,57.4,14.83,,,32.72,,,,,2.589,,,
Ísland,K-16 / B-58016,65.7043707017,-16.7387716744,1981,sand and gravel,,,826,8.3,,1172.4,,173.06,0.003,0.51,63.16,10.32,,,31.87,,,,,2.711,,,
Ísland,K-16 / B-58016,65.7043707017,-16.7387716744,1981,sand and gravel,,,,3.32,,,,,,,,,,,,,,,,,,,
Ísland,K-16 / B-58016,65.7043707017,-16.7387716744,1981,sand and gravel,,,752,7.11,,1074.1,,167.94,0.009,0.52,56.93,10.83,,,29.67,,,,,2.352,,,
Ísland,K-16 / B-58016,65.7043707017,-16.7387716744,1981,sand and gravel,,,752,7.36,,1133.3,,158.41,0.008,0.36,54.7,6.9,,,31.83,,,,,2.551,,,
Ísland,K-16 / B-58016,65.7043707017,-16.7387716744,1981,sand and gravel,,,741,7.02,,1069.9,,171.74,0.007,0.58,61.26,6.88,,,30.56,,,,,2.196,,,
Ísland,K-16 / B-58016,65.7043707017,-16.7387716744,1981,sandstone,,,741,7.18,,1041.2,,163.21,0.01,0.65,77.28,12.08,,,29.07,,,,,2.266,,,
Ísland,K-16 / B-58016,65.7043707017,-16.7387716744,1981,sandstone,,,820,9.04,,1216.4,,186.63,0.007,0.48,79.02,8.75,,,35.83,,,,,2.868,,,
Ísland,K-16 / B-58016,65.7043707017,-16.7387716744,1981,dolomite,,,810,9,,1152.8,,191.89,0.006,0.28,74.04,12.39,,,34.09,,,,,2.551,,,
Ísland,K-16 / B-58016,65.7043707017,-16.7387716744,1981,dolomite,,,,,,,,,,,,,,,,,,,,,,,
Ísland,K-16 / B-58016,65.7043707017,-16.7387716744,1981,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,K-16 / B-58016,65.7043707017,-16.7387716744,1981,,,,820,6.73,,1157.8,,161.48,0,0.54,60.87,3.86,,0.26,31.12,,,,,2.551,,,
Ísland,K-16 / B-58016,65.7043707017,-16.7387716744,1981,,,,740,6.98,,1068,,162.02,0,0.44,37.9,3.13,,,30.9,,,0,,2.156,,,
Ísland,K-16 / B-58016,65.7043707017,-16.7387716744,1981,,,,750,6.9,,1124.1,,162.07,0.02,0.43,39.75,2.53,,,31.66,,,,,2.08,,,
Ísland,K-16 / B-58016,65.7043707017,-16.7387716744,1981,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,K-16 / B-58016,65.7043707017,-16.7387716744,1981,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,K-16 / B-58016,65.7043707017,-16.7387716744,1981,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,K-16 / B-58016,65.7043707017,-16.7387716744,1981,,,,,7.36,,,,194,0.002,0.883,133.2,12.4,,0.264,32.8,0.005,,0.0038,0.0016,2.114,,,
Ísland,K-16 / B-58016,65.7043707017,-16.7387716744,1981,Carbonatic siliciclastic rock,,,,6.73,,,,99,,,44.8,,,,21,,,,,,,,
Ísland,K-16 / B-58016,65.7043707017,-16.7387716744,1981,Carbonatic siliciclastic rock,,,,6.34,,,,163,,,42.3,,,,32.7,,,,,,,,
Ísland,K-16 / B-58016,65.7043707017,-16.7387716744,1981,Carbonatic siliciclastic rock,,,,9.2,,,,,,,50.339,,,,,,,,,,,,
Ísland,K-16 / B-58016,65.7043707017,-16.7387716744,1981,,,186,,7.35,,,,194,0.004,0.85,138,10.8,,,31.7,,,0.028,,1.76,,,
Ísland,K-17 / B-58017,65.7016058275,-16.7378790629,2190,,,,909,8.73,,1119,,195.09,0.022,1.69,17.3,123.39,,,33.92,,,,,1.08,,,
Ísland,K-17 / B-58017,65.7016058275,-16.7378790629,2190,Amphibolite,,,820,8.92,,1219.3,,161.8,0.018,2.36,22.3,64.77,,,31.32,,,,,1.414,,,
Ísland,K-17 / B-58017,65.7016058275,-16.7378790629,2190,,,,800,9.2,,1232.1,,161.78,0.021,1.69,22.1,53.02,,,31.25,,,,,1.65,,,
Ísland,K-17 / B-58017,65.7016058275,-16.7378790629,2190,,,,680,8.2,,1189.2,,133.73,0.019,0.79,15.06,21.85,,,24.25,,,,,2,,,
Ísland,K-17 / B-58017,65.7016058275,-16.7378790629,2190,,,,410,8.84,,706.8,,85.04,0.028,0.56,15.24,16.13,,,17.74,,,,,1.77,,,
Ísland,K-17 / B-58017,65.7016058275,-16.7378790629,2190,,,,549,7.68,,1069.7,,112.85,0.02,0.11,17.76,11.5,,,21.89,,,,,2.083,,,
Ísland,K-17 / B-58017,65.7016058275,-16.7378790629,2190,,,,556,9.51,,999,,118.71,0.01,0.32,20.09,9.17,,,22.3,,,,,2.063,,,
Ísland,K-17 / B-58017,65.7016058275,-16.7378790629,2190,,,,,7.42,,,,105.5,0.026,0.37,22.69,8.28,,,20.66,,,,,2.289,,,
Ísland,K-17 / B-58017,65.7016058275,-16.7378790629,2190,,,,,6.52,,,,107.77,0.015,0.4,22.79,8.15,,,22.12,,,,,2,,,
Ísland,K-17 / B-58017,65.7016058275,-16.7378790629,2190,Dolomite,,,465,8.62,,1042.4,,109.82,0.012,0.16,18.06,5.7,,,21.08,,,,,2.092,,,
Ísland,K-17 / B-58017,65.7016058275,-16.7378790629,2190,Carbonatic siliciclastic rock,,,480,8.84,,1015.9,,106.75,0.03,0.14,19,9.18,,,19.25,,,,,2.352,,,
Ísland,K-17 / B-58017,65.7016058275,-16.7378790629,2190,Carbonatic siliciclastic rock,,,541,8.13,,1073.8,,114.85,0.005,0.29,20.12,3.85,,0.25,21.71,,,,,1.849,,,
Ísland,K-17 / B-58017,65.7016058275,-16.7378790629,2190,Carbonatic siliciclastic rock,,,521,8.1,,1115.9,,109.27,0.006,0.28,19.83,2.91,,0.22,19.81,,,,,2.551,,,
Ísland,K-17 / B-58017,65.7016058275,-16.7378790629,2190,,,,540,8.63,,1062.1,,115.61,0.007,0.23,14.06,4.06,,,22.38,,,,,2,,,
Ísland,K-17 / B-58017,65.7016058275,-16.7378790629,2190,,,,570,8.55,,1105.5,,123.55,0.038,0.12,15.6,17,,,21.64,,,,,2.034,,,
Ísland,K-17 / B-58017,65.7016058275,-16.7378790629,2190,Carbonatic siliciclastic rock,,,590,8.75,,122.7,,113.52,0.023,0.17,17.43,3.55,,,23.04,,,,,1.803,,,
Ísland,K-17 / B-58017,65.7016058275,-16.7378790629,2190,,,,578,8.63,,1062,,107.1,0.013,0.28,15.92,3.18,,,22.3,,,0,,1.931,,,
Ísland,K-17 / B-58017,65.7016058275,-16.7378790629,2190,,,,,7.88,,,,118,0.0003,0.202,14.9,4.7,,0.247,19.8,0.001,,0.0017,0.001,1.847,,,
Ísland,K-17 / B-58017,65.7016058275,-16.7378790629,2190,,,,,8.89,,,,112.4211,0.0024,0,16.6615,92.2176,,,20.332,,,0.0123,,1.957,,,
Ísland,K-17 / B-58017,65.7016058275,-16.7378790629,2190,Carbonatic siliciclastic rock,,,,6.62,,,,98,,,15.8,,,,15,,,,,,,,
Ísland,K-17 / B-58017,65.7016058275,-16.7378790629,2190,Carbonatic siliciclastic rock,,210,,8.8,,,,129,0.009,0.27,17.9,5.36,,,20.5,,,0.027,,1.82,,,
Ísland,K-19 / B-58019,65.7061272891,-16.7508979342,2150,Carbonatic siliciclastic rock,,,680,9.08,,,,141.37,0.175,5.01,11.98,,,,30.92,,,,,0.621,,,
Ísland,K-19 / B-58019,65.7061272891,-16.7508979342,2150,,,,917,8.28,,1407.2,,202.79,0.013,1.1,27.41,69.31,,,47.07,,,,,0.878,,,
Ísland,K-19 / B-58019,65.7061272891,-16.7508979342,2150,,,,1020,8.68,,1417.7,,213.34,0.01,0.87,27.11,60.96,,,53.98,,,,,0.878,,,
Ísland,K-19 / B-58019,65.7061272891,-16.7508979342,2150,,,,917,8.96,,1584.7,,198.74,0.009,2.78,29.71,47.51,,,53.39,,,,,0.917,,,
Ísland,K-19 / B-58019,65.7061272891,-16.7508979342,2150,,,,758,8.52,,1122.8,,167.71,0.014,1.45,24.73,34.36,,,38.93,,,,,1.354,,,
Ísland,K-19 / B-58019,65.7061272891,-16.7508979342,2150,,,,649,7.8,,1197.3,,150.78,0.006,0.83,25.14,17.29,,,29.63,,,,,2.196,,,
Ísland,K-19 / B-58019,65.7061272891,-16.7508979342,2150,Dolomite,,,671,8.62,,1016.4,,193.46,0.005,0.57,26.68,14.36,,0.25,36.83,,,,,3.179,,,
Ísland,K-19 / B-58019,65.7061272891,-16.7508979342,2150,,,,641,8.18,,1062,,152.85,0.022,0.55,26.47,6.48,,,28.73,,,,,4.112,,,
Ísland,K-19 / B-58019,65.7061272891,-16.7508979342,2150,,,,610,7.68,,976.8,,136.24,0.017,0.81,22.14,11.84,,,25.06,,,,,3.388,,,
Ísland,K-19 / B-58019,65.7061272891,-16.7508979342,2150,,,,720,7.09,,1116,,150.75,0.004,0.43,25.26,2.34,,0.11,29.06,,,,,3.985,,,
Ísland,K-19 / B-58019,65.7061272891,-16.7508979342,2150,,,,330,5.08,,519.5,,96,0.01,0.45,5.39,4.38,,,17.82,,,,,1.686,,,
Ísland,K-19 / B-58019,65.7061272891,-16.7508979342,2150,,,,826,8.08,,1087.7,,177.97,0.024,0.33,19.57,9.01,,,29.32,,,,,4.28,,,
Ísland,K-19 / B-58019,65.7061272891,-16.7508979342,2150,,,,580,6.9,,875.6,,121.02,0.02,0.37,21.31,3.06,,,22.84,,,,,2.589,,,
Ísland,K-19 / B-58019,65.7061272891,-16.7508979342,2150,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,K-19 / B-58019,65.7061272891,-16.7508979342,2150,,,,694,7.3,,1175.2,,143.7,0.094,0.79,23.41,2.82,,,26,,,0.18,,4.454,,,
Ísland,K-19 / B-58019,65.7061272891,-16.7508979342,2150,,,,383,4.2,,429.6,,60.9,0.08,0.72,14.38,1.36,,,10.8,,,0.11,,2.167,,,
Ísland,K-19 / B-58019,65.7061272891,-16.7508979342,2150,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,K-19 / B-58019,65.7061272891,-16.7508979342,2150,Carbonatic siliciclastic rock,,,,,,,,,,,,,,,,,,,,,,,
Ísland,K-19 / B-58019,65.7061272891,-16.7508979342,2150,,,,347,6.92,,568.7,,51.07,0.107,2.09,32.43,6.46,,,9.95,,,0.09,,1.524,,,
Ísland,K-19 / B-58019,65.7061272891,-16.7508979342,2150,,,,309,4.75,,269.9,,10.34,0.21,4.69,4.64,3.92,,,8.17,,,,,0.331,,,
Ísland,K-19 / B-58019,65.7061272891,-16.7508979342,2150,,,,,8.28,,1265,,856.9,0.003,0.45,173,17,,,75,,,0.049,,21,,,
Ísland,K-19 / B-58019,65.7061272891,-16.7508979342,2150,,,,,5.27,,,,,,,,,,,,,,,,,,,
Ísland,K-19 / B-58019,65.7061272891,-16.7508979342,2150,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,K-20 / B-58020,65.7044966328,-16.7450788541,1823,,,,,9.57,,,,,,,,,,,,,,,,,,,
Ísland,K-20 / B-58020,65.7044966328,-16.7450788541,1823,,,,1205,9.4,,1390.7,,270.03,0.006,1.6,35.6,247.07,,,58.41,,,,,0.805,,,
Ísland,K-20 / B-58020,65.7044966328,-16.7450788541,1823,,,,1282,8.55,,1582.1,,283.14,0.013,1.27,41.35,173.5,,,68.65,,,,,0.621,,,
Ísland,K-20 / B-58020,65.7044966328,-16.7450788541,1823,,,,971,7.22,,1402.5,,194.21,0.005,1.01,116.26,55.4,,0.5,45.68,,,,,0.878,,,
Ísland,K-20 / B-58020,65.7044966328,-16.7450788541,1823,,,,943,7.51,,1435.7,,195.27,0.005,0.89,138.56,22.02,,,48.68,,,,,1.157,,,
Ísland,K-20 / B-58020,65.7044966328,-16.7450788541,1823,,,,1000,7.51,,1447.8,,193.8,0.009,0.85,135.29,22.37,,,44.77,,,,,1.177,,,
Ísland,K-20 / B-58020,65.7044966328,-16.7450788541,1823,,,,1010,6.54,,1466.4,,192.04,0.004,0.97,138.7,7.7,,0.33,47.3,,,,,1.201,,,
Ísland,K-20 / B-58020,65.7044966328,-16.7450788541,1823,,,,920,7.78,,1397,,187.7,0.005,0.68,117.53,12.33,,,44.94,,,,,1.155,,,
Ísland,K-20 / B-58020,65.7044966328,-16.7450788541,1823,,,,1034,7.53,,1462.6,,198.39,0.01,0.64,137.25,5.43,,,51.44,,,,,1.329,,,
Ísland,K-20 / B-58020,65.7044966328,-16.7450788541,1823,,,,940,7.25,,1393.6,,185.9,0.021,0.54,112.12,6.89,,,44.25,,,,,1.105,,,
Ísland,K-20 / B-58020,65.7044966328,-16.7450788541,1823,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,K-20 / B-58020,65.7044966328,-16.7450788541,1823,,,,1070,7.45,,1513.6,,211.01,0.027,0.82,145.9,13.75,,,49.53,,,0.03,,1.315,,,
Ísland,K-20 / B-58020,65.7044966328,-16.7450788541,1823,,,,870,6.4,,1242.8,,167.3,0.06,0.83,102.62,4.41,,,40.5,,,0,,0.968,,,
Ísland,K-20 / B-58020,65.7044966328,-16.7450788541,1823,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,K-20 / B-58020,65.7044966328,-16.7450788541,1823,,,,1106,8.2,,1514.8,,203.9,0.08,1.19,153.04,5.2,,,52.3,,,0.08,,1.411,,,
Ísland,K-20 / B-58020,65.7044966328,-16.7450788541,1823,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,K-20 / B-58020,65.7044966328,-16.7450788541,1823,,,,1137,8.33,,1584.4,,221,0.086,1.92,150.69,3.65,,,50.21,,,0,,1.398,,,
Ísland,K-20 / B-58020,65.7044966328,-16.7450788541,1823,,,,1032,8.04,,1417.2,,207.2,0.21,1.24,127.9,4.54,,,42.63,,,,,1.257,,,
Ísland,K-20 / B-58020,65.7044966328,-16.7450788541,1823,,,,1340,6.3,,1840,,234,0.048,0.92,189.1,27,,,50.8,,,0.05,,1.49,,,
Ísland,K-20 / B-58020,65.7044966328,-16.7450788541,1823,,,,,8.21,,,,,,,,,,,,,,,,,,,
Ísland,K-20 / B-58020,65.7044966328,-16.7450788541,1823,,,,,7.8,,,,259,0.0016,1.966,227,5.8,,0.37,52.4,0.008,,0.0022,0.0018,1.272,,,
Ísland,K-20 / B-58020,65.7044966328,-16.7450788541,1823,,,,,7.46,,,,214.2668,0.0486,0.8016,113.0855,8.6454,,,43.792,,,0.0268,,1.292,,,
Ísland,K-20 / B-58020,65.7044966328,-16.7450788541,1823,,,,,7.55,,,,205.5306,0.0073,0.8016,155.271,73.9662,,,43.01,,,0.0207,,1.159,,,
Ísland,K-20 / B-58020,65.7044966328,-16.7450788541,1823,,,,,6.33,,,,151,,,102.3,,,,32.1,,,,,,,,
Ísland,K-20 / B-58020,65.7044966328,-16.7450788541,1823,,,,,7.31,,1107,,153.2,0.004,0.8,91.76,43.73,,,36.05,,,,,0.69,,,
Ísland,K-20 / B-58020,65.7044966328,-16.7450788541,1823,,,186,,8.25,,,,278,0.008,1.54,234,5.1,,,49.9,,,0.015,,1.7,,,
Ísland,K-21 / B-58021,65.688555835,-16.7771603404,1200,,,,,8.5,,,,,,,,,,,,,,,,,,,
Ísland,K-21 / B-58021,65.688555835,-16.7771603404,1200,,,,917,9.2,,1213.6,,193.18,0.009,3.23,195.45,74.02,,,32.48,,,,,0.677,,,
Ísland,K-21 / B-58021,65.688555835,-16.7771603404,1200,,,,917,9.12,,1199.8,,188.09,0.006,2.72,191.92,56.89,,,32.34,,,,,0.677,,,
Ísland,K-21 / B-58021,65.688555835,-16.7771603404,1200,,,,926,8.83,,1157.5,,180.2,0,1.11,181.17,23.92,,0.25,31.18,,,,,0.738,,,
Ísland,K-21 / B-58021,65.688555835,-16.7771603404,1200,,,,862,8,,1160.4,,168.89,0.013,0.94,168.3,22.57,,,29.6,,,,,0.831,,,
Ísland,K-21 / B-58021,65.688555835,-16.7771603404,1200,,,,850,8.22,,1118.3,,167.5,0.002,0.93,164.51,26.9,,,28.45,,,,,0.878,,,
Ísland,K-21 / B-58021,65.688555835,-16.7771603404,1200,,,,840,7.65,,1093.2,,177.8,0.008,1.18,162.8,27.37,,,27.78,,,,,0.825,,,
Ísland,K-21 / B-58021,65.688555835,-16.7771603404,1200,,,,847,7.53,,1105,,168.85,0.006,0.95,153.19,22.57,,,31.29,,,,,0.612,,,
Ísland,K-21 / B-58021,65.688555835,-16.7771603404,1200,,,,770,6.88,,994.3,,137.84,0.02,3.2,310.18,56.11,,0.16,25.45,,,,,0.558,,,
Ísland,K-21 / B-58021,65.688555835,-16.7771603404,1200,,,,800,7.37,,1072.3,,147.81,0.05,2.4,118.4,46.35,,0.17,26.04,,,,,0.647,,,
Ísland,K-21 / B-58021,65.688555835,-16.7771603404,1200,,,,850,8.8,,1175.4,,168.67,0.01,0.86,152.42,21.63,,,29.33,,,,,0.913,,,
Ísland,K-21 / B-58021,65.688555835,-16.7771603404,1200,,,,905,8.6,,1154.1,,168.79,0,0.75,141.68,28.97,,,30.61,,,,,0.951,,,
Ísland,K-21 / B-58021,65.688555835,-16.7771603404,1200,,,,820,8.65,,1127.5,,160.4,0.131,0.77,143.86,26.58,,,29.86,,,,,0.91,,,
